SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative,Administrative_Duration,BounceRates,ExitRates,Informational,Informational_Duration,PageValues,ProductRelated,ProductRelated_Duration
0.8,Mar,2,2,1,1,Returning_Visitor,False,False,0,3.266133407751741,0.11555052878189481,0.1326548580924623,0,0.9490092396735682,0.08488032658616239,5,81.86970262442317
0.0,Aug,2,2,3,6,Returning_Visitor,False,False,9,377.7429342460558,0.002434967709044285,0.00734937282112714,2,43.82052102367748,0.13071099274797263,88,3038.823916945806
0.0,Dec,3,2,1,8,New_Visitor,True,False,3,395.8435646081643,0.00033290732306921354,0.03327237074466301,0,0.845090806484176,0.13024425987629729,1,53.84938709716111
0.0,Dec,8,13,9,20,Other,True,True,0,6.173263082728359,0.024967279627528427,0.007716276393417663,0,2.735425612101183,74.18824214485055,17,1051.165266390635
0.0,Nov,4,2,3,2,Returning_Visitor,False,True,1,12.925721238377445,0.0025822335160863874,0.018175749177449598,0,1.5641071051358917,9.026934549967402,61,3210.1734788786925
0.0,May,2,2,6,4,Returning_Visitor,True,False,1,90.021054315567,0.004321714562879105,0.01288854621451956,3,34.46172001361848,0.7108745422501309,95,3645.433207382019
0.0,June,2,2,2,2,New_Visitor,False,False,0,2.263900265097612,0.0006857502152384516,0.01168533140545246,0,0.5064127445220479,0.053407353426863945,11,258.0043395715482
0.0,June,3,2,1,1,Returning_Visitor,True,False,10,599.2837264610381,0.018313671968823435,0.016655243535205987,0,3.9355019529660726,0.14391228383604662,18,382.3496046652178
0.0,Nov,2,10,3,2,Returning_Visitor,False,False,8,92.41110116243358,0.00768048152862563,0.01344695093479568,3,808.266680002212,0.7138476922658192,70,2323.010532698576
0.0,Nov,4,1,7,2,Returning_Visitor,False,False,0,1.6017718911170653,0.023332780926927314,0.04281695702469678,0,1.535973247140619,0.12869579518570176,20,2326.481998576056
0.0,Dec,1,1,1,4,Returning_Visitor,True,False,8,426.3852208614349,0.0044320550659794995,0.01189749922758107,0,1.5851673074066388,0.12473800969692131,30,617.412907385826
0.6,May,2,2,8,2,New_Visitor,False,False,2,152.858609203796,0.0002771592376129622,0.009105626245677172,0,1.5193501561879834,0.12554619226464195,12,151.24747428148984
0.8,May,2,4,2,3,Returning_Visitor,False,False,0,2.468881946802137,0.07963104226446857,0.1597936470031814,0,0.8867610692977441,0.13178114454659967,10,114.52504990941318
0.0,Mar,2,2,1,3,New_Visitor,False,False,3,57.45431333418403,0.00039117708656930206,0.009264086460994124,0,1.5163599289953429,0.1477174575160416,23,1284.6558455177
0.2,May,2,2,3,4,Returning_Visitor,True,False,7,417.58110639452946,0.00028275077880537546,0.013322485518175806,2,94.54750353097917,0.7866206746376029,57,2151.0787820230094
0.0,Nov,2,2,1,10,Returning_Visitor,False,False,4,16.86148350314575,0.003567375523639332,0.0147719815119344,0,1.6501806341111436,15.818715645390007,69,3779.160534280179
