SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative,Administrative_Duration,BounceRates,ExitRates,Informational,Informational_Duration,PageValues,ProductRelated,ProductRelated_Duration
0.0,Oct,2,10,1,2,Returning_Visitor,False,True,1,59.03879957199094,0.0002984843301672316,0.007999157945083633,0,7.737100272391877,8.529598580438154,19,783.587168009542
0.0,Nov,1,1,9,7,Returning_Visitor,True,False,8,140.99901759227117,0.0026850197531344895,0.009238825340404004,0,0.5597438216208943,0.2836548969317831,21,669.1462408909053
0.0,Dec,2,5,8,6,Returning_Visitor,False,False,0,0.597467112541199,0.014208366932628853,0.038885448278262555,0,0.29343140125269945,0.09831340718584032,59,1833.1826401332792
0.0,Nov,1,1,3,2,Returning_Visitor,False,False,8,376.250989877573,0.0007760115150922535,0.018891493214946153,4,200.73845535516742,0.15096972384749757,46,4021.3859732174883
0.6,June,3,2,3,13,Returning_Visitor,False,False,3,170.8926508892589,0.03994841817693246,0.07834338419179539,0,0.19054186344142002,0.13482864502981837,65,819.0348734230012
0.0,Dec,2,2,3,2,New_Visitor,False,True,0,2.111559443175784,0.0005669623237316605,0.0066985785383608335,0,0.514815390109969,55.44690260258168,21,665.9875103432389
0.0,Feb,1,1,4,3,Returning_Visitor,False,False,1,11.257357438111029,0.01162191211876446,0.023523782101174878,0,1.08556488156309,0.8076744063606669,70,1788.9078330397267
1.0,Nov,1,1,3,2,Returning_Visitor,True,False,0,2.3655165448784783,0.009615351690407992,0.013502760928891735,0,0.21489238739008948,0.12978419461707444,18,487.36494034024133
1.0,Dec,3,2,2,5,Returning_Visitor,False,False,2,40.43387539369782,0.11015227136572042,0.19234532261284068,0,0.5542563796042927,0.09841118864650723,4,44.78475646414718
0.0,Mar,2,2,1,1,Returning_Visitor,False,False,0,0.40820180773735654,0.19794242445270202,0.19757124985858973,0,0.026433050632429324,0.060243782831007356,0,15.138435642421245
0.0,Nov,3,13,9,20,Returning_Visitor,False,True,8,340.61013590815236,0.0008386690862302777,0.009988163686942638,0,1.8814248703420033,14.192088659507114,21,813.1830831678875
0.0,June,2,2,4,3,Returning_Visitor,False,False,0,1.820154935121499,0.01045830989563251,0.008307769827126804,0,0.1576172113418106,0.15194520733735337,25,1205.576416201367
0.0,Jul,3,2,1,1,Returning_Visitor,False,False,0,9.153513229160852,0.01665274473591841,0.03459761462615303,0,0.39580649137492246,0.6393455490793035,24,877.3321673363448
0.0,Dec,2,10,7,3,Returning_Visitor,False,False,0,0.320437031984338,0.19770661798632844,0.19754407809526195,0,0.025918602943372924,0.01995261805313654,0,21.01183497011662
0.0,Sep,2,2,9,5,Returning_Visitor,False,True,10,545.9222354948521,0.0004737710935394735,0.010043227962355227,1,15.793220934458079,49.84609865129364,51,1336.1809311271265
0.0,Aug,2,2,1,1,Returning_Visitor,False,False,5,219.45348417575406,0.010646545920825244,0.03763668217090779,0,1.1843388378618867,33.64876172839801,18,407.89284233003855
1.0,May,2,2,2,2,Returning_Visitor,True,True,4,65.92676412171261,0.0026375637249207514,0.032218657914171396,0,0.6610900163650046,2.5684787944028735,53,1339.0806695686076
0.0,Feb,2,2,1,2,Returning_Visitor,False,False,5,81.5887669339776,0.0027246082588740467,0.004932082210121318,0,1.0243456065653982,0.6920084379934446,69,1225.6467975709777
0.0,Dec,2,2,9,20,Returning_Visitor,False,True,2,102.32532798528672,0.0006831469625279892,0.008916602638584018,0,1.286971151828605,68.38258305371924,14,805.8023952283212
0.0,Mar,1,1,2,2,Returning_Visitor,False,False,1,32.7566404985712,0.024952082919185752,0.08567947444398759,0,1.0405507087706696,0.10865030445634365,9,78.82066458056835
0.0,Mar,4,4,9,3,New_Visitor,True,False,0,2.087791959941378,0.0005965124368382987,0.009426480532966613,0,0.30783593654627855,0.10846871031510508,17,441.5813942749668
0.0,Nov,3,2,3,10,Returning_Visitor,True,False,8,533.8750852928299,0.046568258840397746,0.03808159932141288,0,0.9524388909339442,0.40659961652906756,9,259.43266688287264
0.0,Nov,1,1,1,3,Returning_Visitor,False,False,0,2.076911391317835,0.0038199414819645888,0.019033539178580482,1,371.79779625311477,0.08215402103829406,69,2756.2080015609376
0.0,Nov,8,2,9,20,Returning_Visitor,False,False,4,194.69177789241078,0.00017445645439675473,0.007823890857307985,0,0.4642280340194233,10.609626471950973,70,3880.582882029531
0.4,May,1,5,4,3,Returning_Visitor,False,False,0,1.5982222020625765,0.028465023457259542,0.03299835865462446,0,1.5455869883298607,0.29221532117854415,22,1242.2847218077222
0.0,Nov,3,2,4,2,New_Visitor,False,True,0,2.0990069195628074,0.00042497932654425515,0.007286292545032114,0,1.5093184262513832,56.36654331292939,9,463.41308642312526
0.0,Dec,3,2,3,2,Returning_Visitor,False,False,0,0.9077305138111021,0.00356652759412176,0.008887020977038057,0,0.1946574449538712,0.12451633676406079,55,2265.513730579771
0.8,May,2,2,1,2,Returning_Visitor,False,False,0,1.0141697406768673,0.017213209890870336,0.06656557499829509,0,0.23718512058253335,0.6814892278645034,10,916.9557808695076
0.0,Dec,2,1,9,2,New_Visitor,False,False,0,11.441443913856038,0.00036842430223918096,0.057543918787144425,0,0.16567689180369416,0.033394997449414335,3,56.461744816352926
0.0,Dec,1,1,3,10,Returning_Visitor,False,False,0,1.757906764745677,0.0006809875189661975,0.09937163753561777,0,0.16704875230784455,0.02762279668973173,2,55.90156382843852
0.2,May,4,1,3,2,Returning_Visitor,False,False,0,1.4293290257453666,0.00019176565826117765,0.01639120274338427,0,0.4079817533492572,0.08178596978933182,71,3364.0806859775753
0.0,May,2,2,2,3,Returning_Visitor,True,False,5,66.51569346189495,0.0006539323059265615,0.03350097952998698,0,1.6572864428162353,0.35883880701072873,7,297.26444736818473
