SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative,Administrative_Duration,BounceRates,ExitRates,Informational,Informational_Duration,PageValues,ProductRelated,ProductRelated_Duration
0.0,Aug,2,2,3,5,New_Visitor,False,False,4,52.94078077077866,0.000380392494408756,0.006877123952075064,0,0.3563655018805987,0.06871333468730315,3,73.656065089645
0.0,Nov,3,13,1,20,Returning_Visitor,False,False,3,75.0705419331789,0.00444433141863956,0.010159305267166555,0,0.2318691611289506,0.1544040284141868,54,1489.7267406748404
0.0,Dec,1,1,1,1,Returning_Visitor,True,False,0,1.3657947361469036,0.027798593755638337,0.03998727592405754,0,1.51533103361723,0.14159148131295368,23,528.0080480203032
0.4,May,1,1,1,4,Returning_Visitor,False,False,0,1.9326646447181295,0.05695636955599247,0.09279450887727228,0,0.33047163486476006,0.13960642940868387,8,115.77250754127913
0.0,June,2,4,1,2,Returning_Visitor,False,False,6,163.35207435641473,0.013740616333658886,0.06660047161948804,0,1.0760475993155496,0.13228297990662355,16,1904.635407245285
0.0,Dec,2,2,6,2,Returning_Visitor,True,False,0,2.007100839912881,0.0002324104860555531,0.020449677033356827,0,1.62359011918304,0.19210935175846017,8,112.71210457137961
0.0,Dec,1,1,3,1,Returning_Visitor,False,False,3,138.55330279551762,0.0005632778110709175,0.023327945659336546,0,0.5756916999816427,0.09681874771564591,9,121.38785802386701
0.0,Dec,2,2,3,1,New_Visitor,False,False,1,117.31333300133892,0.0002199250648160872,0.02856762357374712,0,1.3535921275613871,0.09469549314116416,28,1980.8487759129675
0.0,Nov,2,2,3,3,Returning_Visitor,False,False,0,0.4972012579441104,0.008756151991783565,0.029536493110550403,0,0.6178764104842672,0.11943420268989577,49,1145.079304703474
0.6,May,2,2,3,4,Returning_Visitor,False,False,0,2.702261140942575,0.04195811574595687,0.02778149740677881,2,54.587936099080395,0.8571251262474858,21,2194.44932041416
0.0,Oct,3,2,7,4,Returning_Visitor,False,False,2,82.49252590015766,0.0006642645302929271,0.024553439880928517,1,11.990218951513887,0.13021758942648726,14,175.93581509321908
0.0,Mar,8,13,9,20,Other,False,False,1,274.28977550465294,0.0005978181017292138,0.014741378453347505,0,1.508868284523459,0.15421425887553838,25,1578.7229151052607
0.0,Dec,2,2,3,2,Returning_Visitor,False,True,8,367.66008291274267,0.0020525320892248147,0.007684443415853995,0,0.6826968193053733,15.369946800962463,26,1246.308353335002
0.0,May,1,8,8,4,Returning_Visitor,False,False,2,55.38399027213454,0.039774299367765546,0.03998957457883766,0,0.16173279285426176,0.03985390823262328,6,133.8946576230643
0.0,Oct,3,2,6,5,New_Visitor,False,False,7,42.90929797291756,0.00042702111688900025,0.008383101016976327,0,0.8022201657294762,0.10848267909520035,5,64.8459414994078
0.0,Nov,2,4,1,8,Returning_Visitor,False,True,0,2.9525270804762895,0.0003038828907136307,0.03793493163058574,0,0.22192317247386023,80.84130017080076,9,79.9034873964265
0.0,May,2,4,9,8,Returning_Visitor,False,False,1,78.55414061489151,0.0003685742364748134,0.0075946913956216125,0,1.7872487902641128,0.1241515000620612,21,572.9938034796521
0.2,May,2,4,6,2,Returning_Visitor,False,False,3,159.98018477159607,0.03671194942333744,0.039985583105264816,1,25.873399615287788,0.22905372408844904,59,2405.432194644634
0.0,Oct,4,5,3,2,New_Visitor,True,False,9,405.10652014331714,0.0002700420678595887,0.014968848501339584,0,2.6722474785951382,0.11479656769826455,11,284.21230360666914
