SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative,Administrative_Duration,BounceRates,ExitRates,Informational,Informational_Duration,PageValues,ProductRelated,ProductRelated_Duration
0.0,Nov,2,2,1,2,Returning_Visitor,False,False,5,74.90523110330105,0.0005644264809170357,0.009655143025648773,0,1.7624909952282728,22.089514119719233,30,1207.852768186386
0.0,May,2,2,1,4,Returning_Visitor,False,True,9,184.32846416900472,0.000428748278288841,0.007553164189898193,0,0.7387716174125205,34.334106441999424,51,2411.3243030495487
0.0,May,2,2,9,2,New_Visitor,False,False,0,3.586778845815433,0.015384052156291357,0.04989847833251779,0,0.9153986573218835,0.13454831881089513,9,127.98700479492545
0.0,June,3,2,1,13,Returning_Visitor,False,False,0,2.2552318215370115,0.11337773599712317,0.19374488420238425,0,0.4585691094398029,0.08290375506395783,3,47.39090243168175
0.0,Nov,2,2,1,2,Returning_Visitor,False,False,0,2.7750683501362827,0.005664514511810063,0.02170089898343679,0,1.1645326018332218,0.24586376676045976,48,1180.38869777928
1.0,May,1,1,4,2,New_Visitor,True,False,2,20.841653361916546,0.00021361152619171243,0.052335279543835996,0,0.16276168823237455,0.06358736402430021,1,35.985045518123854
0.0,May,2,2,3,1,Returning_Visitor,False,False,0,2.8584731817245523,0.01999444386251674,0.06664302389867653,0,0.8356592655181421,0.12280298972049306,19,2084.4302540025155
0.0,Mar,1,1,1,2,Returning_Visitor,True,False,0,3.1379501918951886,0.0006455397356145975,0.019973945761888736,0,1.6769319139420773,0.09739146769955218,10,141.98873945189865
0.0,May,2,4,1,13,Returning_Visitor,False,False,0,0.813226473331445,0.19841705088661687,0.19838285259695773,0,0.012714445590925398,0.004103524441804636,0,12.76371087227017
0.0,Nov,1,1,1,2,Returning_Visitor,True,False,0,2.585687294602393,0.18358284026345056,0.1939892835060353,0,0.3877468109130389,0.07920961104659624,2,36.21131408587098
0.0,Nov,2,2,3,3,Returning_Visitor,False,False,0,0.8070531010627685,0.19816743253989128,0.19906224439101847,0,0.007398486137342629,0.002440347951726597,0,9.605320857216917
0.0,Nov,2,2,3,3,Returning_Visitor,True,False,0,2.6233191430568694,0.00030198318716001337,0.04973666694171323,0,0.5484259724616536,0.02797499876998355,5,95.6172777307885
0.0,Nov,2,2,6,1,Returning_Visitor,True,True,1,25.85274300093834,0.002623777853017827,0.030760929747088255,0,0.4950948953628071,0.3239071635269565,72,2724.8185807468135
0.6,May,2,2,8,13,Returning_Visitor,False,False,3,37.9543451643907,0.052325827198027496,0.06659258538614167,1,333.4195583784584,0.13698412636180923,100,2148.4906965902255
0.0,Nov,3,2,3,1,Returning_Visitor,False,False,0,2.428536386787888,0.008879415753696522,0.016658004371735095,0,2.705726151282964,0.09333187378455424,23,527.5446669733312
0.0,Dec,1,1,4,20,Returning_Visitor,False,False,0,2.5943814605474467,0.0020803073292277813,0.051467612634832925,0,1.6644887104630253,0.3109159459085674,4,463.81193004543144
0.0,Oct,2,5,3,1,Returning_Visitor,False,True,2,46.92810870632529,0.00337960393288612,0.014066540990320713,0,1.5173566713928899,6.513823118020263,70,1353.0656127351538
0.8,May,1,1,9,4,New_Visitor,True,False,1,12.86698066470674,0.0006239725318312056,0.06939665484423899,0,0.14595639705653227,0.1329686426853412,2,56.47372983985891
0.0,June,2,2,1,2,Returning_Visitor,True,False,0,2.40570777058601,0.012659666135149702,0.02199343984559226,0,1.629731338471151,0.11144406047539859,24,636.217280877135
0.0,Nov,3,3,1,3,Returning_Visitor,False,False,0,2.6941585898399367,0.07593374102118795,0.09959663016315448,0,0.3515639901160723,0.06985838301740785,4,1661.2256163921309
0.0,Nov,1,1,7,1,Returning_Visitor,False,False,0,2.6167084902524946,0.0374180050930276,0.04975027668036735,0,1.556904837489102,0.596325099312036,16,96.82288243249059
0.0,Nov,2,2,9,2,Returning_Visitor,False,False,11,156.2180325180292,0.0008908029032154084,0.004063837085909895,0,0.7349990010261069,1.6210693967086167,117,3244.6208188764663
0.0,May,3,2,1,13,Returning_Visitor,False,True,3,71.2871822535992,0.011091416026826272,0.039284292457336424,0,0.653887748718215,17.174780371503918,22,1975.4563286448838
0.0,June,2,2,6,8,New_Visitor,False,False,0,68.40583832621574,0.004255310800445197,0.033259521338706126,0,0.6753230690955649,0.1242207728535801,26,354.7958061634953
0.0,Nov,2,4,9,2,Returning_Visitor,False,True,0,3.5507766941473613,0.0002958375779164416,0.007266772277145691,0,1.7149688899516862,53.93603433304101,43,1003.5066615818366
0.0,May,1,1,4,1,Returning_Visitor,False,False,1,31.74118910607948,0.009506553360074476,0.04756154635990758,3,27.891049225415504,0.06522930121743509,88,2606.840698643025
0.0,Nov,3,2,1,1,Returning_Visitor,True,False,0,2.924695460498338,0.09912148137861904,0.09912317367567097,0,1.5149451978504378,0.15130450978121607,15,94.9394426446408
0.0,Nov,1,1,9,3,Returning_Visitor,False,False,1,10.955784904112807,0.0008660644654159547,0.015685757097591794,0,1.800881654024108,0.42240176699206844,13,2175.321410073646
0.0,Nov,2,2,7,2,Returning_Visitor,True,True,6,24.00423994053733,0.002701590237795639,0.004781925285218112,0,2.745041826596622,4.783680299987,117,4043.2181130027207
0.0,Nov,2,2,1,2,Returning_Visitor,False,True,2,25.956869191848316,0.008327888166428673,0.020041858496439635,5,909.1418936103582,1.089647400292889,102,2646.3768053844838
0.0,Feb,3,2,1,13,Returning_Visitor,True,False,0,2.8167771965265307,0.030735408803156557,0.07264749320061342,0,1.2018300592897986,0.09271845503628387,10,941.8920105773424
0.0,Nov,3,2,8,20,Returning_Visitor,True,False,0,2.4812672749161697,0.0014553798396604667,0.03831528285747609,0,2.5040428707232674,0.268287388344224,9,463.51189389069333
0.0,Aug,1,1,2,1,Returning_Visitor,False,False,0,2.15521032959222,0.006573644048406664,0.07052073843029319,0,0.16790616512293854,0.06970843621227509,15,76.91805428862571
0.0,Nov,2,2,9,3,New_Visitor,False,False,0,2.673722155392171,0.0002851143037654169,0.028569947355785868,0,1.1809949278830212,0.13095658313997321,11,286.1348291516304
0.4,Feb,1,1,1,3,Returning_Visitor,False,False,0,2.967651842534548,0.0005703832341535988,0.06666528245616972,0,0.2764546275138383,0.09512852532411767,1,33.20968855197845
0.8,May,2,2,4,13,Returning_Visitor,False,False,0,2.1954015552997515,0.04960659552715871,0.07491580177194089,0,1.7605618163943113,0.11460100477693069,26,300.01539121332354
0.0,Nov,1,2,7,2,New_Visitor,True,False,4,190.7241658318032,0.0006450839712432621,0.006057166527885321,0,1.874801356345402,0.14104956803344976,45,2606.404648126377
0.0,Nov,2,2,7,2,Returning_Visitor,False,False,1,19.79223884014707,0.0038437365622785687,0.01622255199849832,0,0.3940916657447345,0.14081395356410023,65,3401.3241934609077
0.0,June,1,1,8,4,Returning_Visitor,False,False,2,67.94842164009613,0.0028982951986351135,0.007892902160973386,0,1.2612487673757935,0.10602417379843199,17,315.5032292842865
0.0,Nov,3,8,3,1,Returning_Visitor,False,True,0,3.7728833595202103,0.0016057125930840374,0.027079306857789944,1,705.2155250608912,28.52614274006243,7,650.6738249759657
0.0,Aug,2,2,3,1,Returning_Visitor,False,False,0,2.6021110370755194,0.0001414215840232939,0.05329633131877675,0,0.23958587646479654,0.017193701757830613,2,53.97490519069444
0.0,Jul,3,2,7,10,Returning_Visitor,True,True,0,65.43454226230263,0.04981794031440844,0.03931350659449965,3,144.87940102725813,23.412313379192362,16,332.3962448329839
0.0,Dec,2,2,7,2,New_Visitor,False,False,7,416.5837813963885,0.00022548158552047567,0.005552242698428197,4,926.9776361584663,0.5534365168727517,106,5441.431367228236
0.0,Dec,1,1,9,20,New_Visitor,False,False,0,7.871134009431385,0.0005763810507107379,0.02529170903046608,0,0.8457767367362512,0.05994524879589193,10,192.8965479888022
0.4,May,2,1,3,6,Returning_Visitor,False,False,0,2.277661740779871,0.0006428907855719919,0.0713413847250541,0,0.5672890543937215,0.12089567886067237,2,54.44352983087301
0.0,Mar,1,1,8,1,Returning_Visitor,False,False,2,211.27822224497797,0.00027672262585925995,0.008334497645684481,0,1.233468592166757,0.07060811704307164,9,472.4503118671111
0.0,May,2,2,9,14,Returning_Visitor,True,False,0,2.3425979003310156,0.014277885261472067,0.06658311943346812,0,0.3131518959998613,0.03719095320323951,16,2675.2391880103955
0.0,Nov,2,2,1,1,Returning_Visitor,False,False,0,3.0437205235163587,0.0005552583986969302,0.01999382454467031,0,1.719663225114326,0.08764752671724875,11,133.8418481281994
0.0,Mar,2,2,1,1,Returning_Visitor,False,False,0,2.0380062848329445,0.04283648636477947,0.09447486541230465,0,0.5575145483016499,0.1253891739371991,2,73.70301470596779
0.0,Dec,2,5,1,1,Returning_Visitor,False,False,0,3.718229416935219,0.012901797311396585,0.035030517521669836,0,0.6408550739287863,5.290875061113597,44,981.968758570902
0.0,Nov,8,13,9,20,New_Visitor,True,True,0,2.4621684044599506,0.000536927301500737,0.021193620707427713,0,1.850332938134656,31.181848987191913,14,1370.078275862492
0.0,Nov,7,1,9,3,Returning_Visitor,False,False,0,0.5287369012832666,0.19776886113544728,0.1990310501970392,0,0.018716335296583366,0.0029882178543405393,0,15.753875683744747
0.0,May,2,2,1,3,Returning_Visitor,False,False,5,102.48375729560851,0.00042650643821293165,0.016655361803519314,0,1.550860077142689,0.06267683521719813,15,435.6630192284165
0.0,Nov,3,2,2,10,New_Visitor,True,True,5,318.2104533764335,0.000633790285902232,0.007391591466002374,0,1.7162228561937611,8.175207189734651,88,3177.5863976066753
0.8,May,2,4,1,4,Returning_Visitor,False,False,0,2.2704337507486283,0.11257421774602859,0.19256833952197608,0,0.23632770776743936,0.04676497114554556,1,36.96043064991633
0.0,Dec,8,13,9,20,Other,False,False,4,66.97627711040633,0.0012923283307395422,0.006865225695895068,0,1.5754571072756989,0.5802283507905638,32,1058.2465308932713
0.8,May,2,2,4,1,Returning_Visitor,True,True,7,38.24135078907015,0.0009723800689710087,0.02257472176052943,0,0.8385744690894616,13.468547514662145,22,761.2600792050362
